Country	Country Registered	Reference	Refrence Formatted	Firm	Application Nr	Filing Date	Publication Nr	Grant Date	Grant Nr	Expiry date	Non-assert	Title
AT	EP	N 015452AT	N 015452	Philips	96926545.3	26/08/1996	0789910-A1	23/05/2001	E201527	26/08/2016		DC control for EFM+
AU	AU	N 015452AU	N 015452	Philips	96-66667	26/08/1996		15/07/1999	703791	26/08/2016		DC control for EFM+
BE	EP	N 015452BE	N 015452	Philips	96926545.3	26/08/1996	0789910-A1	23/05/2001	0789910	26/08/2016		DC control for EFM+
BW	BW	N 015452BW	N 015452	Philips	98-00063	22/04/1998		01/12/1999	BW/P/99/00022	22/04/2018		DC control for EFM+
CA	CA	N 015452CA	N 015452	Philips	2205565	26/08/1996		09/01/2007	2205565	26/08/2016		DC control for EFM+
CN	CN	N 015452CN	N 015452	Philips	96191244.8	26/08/1996	1166225-A	14/04/2004	96191244.8	26/08/2016		DC control for EFM+
CN	CN	N 015452CN3	N 015452	Philips	200610101665	26/08/1996	1909097A	02/03/2011	200610101665.7	26/08/2016		DC control for EFM+
CN	CN	N 015452CNA	N 015452	Philips	02160474.6	26/08/1996	1516175-A	08/08/2007	02160474.6	26/08/2016		DC control for EFM+
DE	EP	N 015452DE	N 015452	Philips	96926545.3	26/08/1996	0789910-A1	23/05/2001	69612955.8	26/08/2016		DC control for EFM+
ES	EP	N 015452ES	N 015452	Philips	96926545.3	26/08/1996	0789910-A1	23/05/2001	0789910	26/08/2016		DC control for EFM+
FR	EP	N 015452FR	N 015452	Philips	96926545.3	26/08/1996	0789910-A1	23/05/2001	0789910	26/08/2016		DC control for EFM+
GB	EP	N 015452GB	N 015452	Philips	96926545.3	26/08/1996	0789910-A1	23/05/2001	0789910	26/08/2016		DC control for EFM+
GR	EP	N 015452GR	N 015452	Philips	96926545.3	26/08/1996	0789910-A1	23/05/2001	0789910	26/08/2016		DC control for EFM+
HK	HK	N 015452HK	N 015452	Philips	98103966.7	26/08/1996	1004699-A	17/12/2004	HK1004699	26/08/2016		DC control for EFM+
HU	EP	N 015452HU	N 015452	Philips	P9801354	26/08/1996		23/07/2002	221391	26/08/2016		DC control for EFM+
ID	ID	N 015452ID	N 015452	Philips	P-962496	02/09/1996	016.164A	16/08/2000	ID0005386	02/09/2016		DC control for EFM+
IE	EP	N 015452IE	N 015452	Philips	96926545.3	26/08/1996	0789910-A1	23/05/2001	0789910	26/08/2016		DC control for EFM+
IL	IL	N 015452IL	N 015452	Philips	120740	26/08/1996		27/10/2000	120740	26/08/2016		DC control for EFM+
IN	IN	N 015452IN	N 015452	Philips	1530/CAL/96	28/08/1996		28/05/2004	191592	28/08/2016		DC control for EFM+
IN	IN	N 015452INA	N 015452	Philips	80/KOL/2003	28/08/1996				28/08/2016		DC control for EFM+
IT	EP	N 015452IT	N 015452	Philips	96926545.3	26/08/1996	0789910-A1	23/05/2001	0789910	26/08/2016		DC control for EFM+
JP	JP	N 015452JP	N 015452	Philips	97-511019	26/08/1996	98-508456	22/12/2005	789910	26/08/2016		DC control for EFM+
JP	JP	N 015452JP	N 015452	Philips	97-511019	26/08/1996	98-508456	22/12/2005	3754080	26/08/2016		DC control for EFM+
JP	JP	N 015452JP2	N 015452	Philips	05-276620	26/08/1996	06-087127	20/04/2007	3946230	26/08/2016		DC control for EFM+
KR	KR	N 015452KR	N 015452	Philips	97-702860	26/08/1996	10-1997-0707543	02/05/2005	0488634	26/08/2016		DC control for EFM+
MX	MX	N 015452MX	N 015452	Philips	973161	26/08/1996		06/10/2003	216755	26/08/2016		DC control for EFM+
MY	MY	N 015452MY	N 015452	Philips	PI9603603	29/08/1996		30/09/2003	MY-115841-A	30/09/2018		DC control for EFM+
NL	EP	N 015452NL	N 015452	Philips	96926545.3	26/08/1996	0789910-A1	23/05/2001	0789910	26/08/2016		DC control for EFM+
PL	EP	N 015452PL	N 015452	Philips	P320006	26/08/1996		18/10/2002	183099	26/08/2016		DC control for EFM+
PT	EP	N 015452PT	N 015452	Philips	96926545.3	26/08/1996	0789910-A1	23/05/2001	0789910	26/08/2016		DC control for EFM+
RU	RU	N 015452RU	N 015452	Philips	97108582	26/08/1996	15	20/07/2000	2153200	26/08/2016		DC control for EFM+
SE	EP	N 015452SE	N 015452	Philips	96926545.3	26/08/1996	0789910-A1	23/05/2001	0789910	26/08/2016		DC control for EFM+
SG	SG	N 015452SG	N 015452	Philips	9703300.5	26/08/1996		15/02/2002	44185	26/08/2016		DC control for EFM+
TW	TW	N 015452TW	N 015452	Philips	85112032	02/10/1996		19/10/2000	116382	01/10/2016		DC control for EFM+
US	US	N 015452US	N 015452	Philips	08/706048	30/08/1996		04/08/1998	5790056	30/08/2016		DC control for EFM+
VE	VE	N 015452VE	N 015452	Philips	96-1517	30/08/1996		07/10/2002	57944	30/08/2016		DC control for EFM+
VN	VN	N 015452VN	N 015452	Philips	S19970327	25/04/1997		27/11/2000	1598	25/04/2017		DC control for EFM+
ZA	ZA	N 015452ZA	N 015452	Philips	967261	27/08/1996		27/05/1998	96/7261	27/08/2016		DC control for EFM+
AT	EP	N 015471AT	N 015471	Philips	95938001.5	06/12/1995	0745255-A1	23/10/2002	E226750	06/12/2015		Layer number info on disc
CN	CN	N 015471CN	N 015471	Philips	95192103.7	06/12/1995	1144011-A	24/12/2003	95192103.7	06/12/2015		Layer number info on disc
DE	EP	N 015471DE	N 015471	Philips	95938001.5	06/12/1995	0745255-A1	23/10/2002	69528636.6	06/12/2015		Layer number info on disc
FR	EP	N 015471FR	N 015471	Philips	95938001.5	06/12/1995	0745255-A1	23/10/2002	0745255	06/12/2015		Layer number info on disc
GB	EP	N 015471GB	N 015471	Philips	95938001.5	06/12/1995	0745255-A1	23/10/2002	0745255	06/12/2015		Layer number info on disc
JP	JP	N 015471JP	N 015471	Philips	96-519640	06/12/1995	97-509776			06/12/2015		Layer number info on disc
JP	JP	N 015471JP2	N 015471	Philips	06-202175	06/12/1995	07-018694			06/12/2015		Layer number info on disc
JP	JP	N 015471JP3	N 015471	Philips	08-127432	06/12/1995	08-287861	22/07/2011	4787290	06/12/2015		Layer number info on disc
JP	JP	N 015471JP4	N 015471	Philips	09-269115	06/12/1995		22/07/2011	4787353	06/12/2015		Layer number info on disc
KR	KR	N 015471KR	N 015471	Philips	96-704517	06/12/1995	97-0701413	24/10/2003	404530	06/12/2015		Layer number info on disc
US	US	N 015471USB	N 015471	Philips	10/614411	07/07/2003	2004-0095879-A1	24/04/2007	7209431	18/12/2015		Layer number info on disc
AR	AR	N 015678	N 015678	Philips	P970100444	05/02/1997		17/10/2005	AR006969	05/02/2017		7-channel backwards compatible encoding
AT	EP	N 015678	N 015678	Philips	97900395.1     	24/01/1997	0820663-A1     	31/03/2004	E263458	24/01/2017		7-channel backwards compatible encoding
BE	EP	N 015678	N 015678	Philips	97900395.1     	24/01/1997	0820663-A1     	31/03/2004	0820663	24/01/2017		7-channel backwards compatible encoding
BR	BR	N 015678	N 015678	Philips	PI9702067.2    	24/01/1997	PI9702067.2    	25/02/2009	PI9702067.2	24/01/2017		7-channel backwards compatible encoding
CN	CN	N 015678	N 015678	Philips	97190310.7     	24/01/1997	1188571-A      	11/08/2004	97190310.7	24/01/2017		7-channel backwards compatible encoding
CZ	EP	N 015678	N 015678	Philips	97-PV3154      	24/01/1997		02/12/2003	293070	24/01/2017		7-channel backwards compatible encoding
DE	EP	N 015678	N 015678	Philips	97900395.1     	24/01/1997	0820663-A1     	31/03/2004	69728330.5	24/01/2017		7-channel backwards compatible encoding
ES	EP	N 015678	N 015678	Philips	97900395.1     	24/01/1997	0820663-A1     	31/03/2004	0820663	24/01/2017		7-channel backwards compatible encoding
FR	EP	N 015678	N 015678	Philips	97900395.1     	24/01/1997	0820663-A1     	31/03/2004	0820663	24/01/2017		7-channel backwards compatible encoding
GB	EP	N 015678	N 015678	Philips	97900395.1     	24/01/1997	0820663-A1     	31/03/2004	0820663	24/01/2017		7-channel backwards compatible encoding
GR	EP	N 015678	N 015678	Philips	97900395.1     	24/01/1997	0820663-A1     	31/03/2004	0820663	24/01/2017		7-channel backwards compatible encoding
ID	ID	N 015678	N 015678	Philips	P-970352       	05/02/1997	015.887A       	23/12/2004	ID0014909	05/02/2011		7-channel backwards compatible encoding
IE	EP	N 015678	N 015678	Philips	97900395.1     	24/01/1997	0820663-A1     	31/03/2004	0820663	24/01/2017		7-channel backwards compatible encoding
IL	IL	N 015678	N 015678	Philips	121810         	24/01/1997		14/11/2000	121810	24/01/2017		7-channel backwards compatible encoding
IN	IN	N 015678	N 015678	Philips	189/Cal/97     	03/02/1997		17/09/2004	192313	03/02/2017		7-channel backwards compatible encoding
IT	EP	N 015678	N 015678	Philips	97900395.1     	24/01/1997	0820663-A1     	31/03/2004	0820663	24/01/2017		7-channel backwards compatible encoding
JP	JP	N 015678	N 015678	Philips	97-528329      	24/01/1997		07/04/2006	3790550	24/01/2017		7-channel backwards compatible encoding
KR	KR	N 015678	N 015678	Philips	97-707116      	24/01/1997	10-1998-0703716	04/03/2004	0423173	24/01/2017		7-channel backwards compatible encoding
MY	MY	N 015678	N 015678	Philips	PI9700482      	06/02/1997		30/06/2006	123845	30/06/2021		7-channel backwards compatible encoding
NL	EP	N 015678	N 015678	Philips	97900395.1     	24/01/1997	0820663-A1     	31/03/2004	0820663	24/01/2017		7-channel backwards compatible encoding
SG	SG	N 015678	N 015678	Philips	9705093.4      	24/01/1997		16/11/1999	46116	24/01/2017		7-channel backwards compatible encoding
SI	EP	N 015678	N 015678	Philips	97900395.1     	24/01/1997	0820663-A1     	31/03/2004	0820663	24/01/2017		7-channel backwards compatible encoding
TR	EP	N 015678	N 015678	Philips	97-01134       	24/01/1997		21/03/2002	TR199701134B	24/01/2017		7-channel backwards compatible encoding
US	US	N 015678	N 015678	Philips	08/795820      	06/02/1997		15/12/1998	5850456	06/02/2017		7-channel backwards compatible encoding
VE	VE	N 015678	N 015678	Philips	97-228         	07/02/1997		28/09/2000	58215	07/02/2017		7-channel backwards compatible encoding
VN	VN	N 015678	N 015678	Philips	S19970913      	07/10/1997		20/04/2001	2012	07/10/2017		7-channel backwards compatible encoding
DE	EP	N 015760	N 015760	Philips	97908427.4     	01/04/1997	0853842-A1     	09/07/2003	69723412.6	01/04/2017		Multi channel encoding
FR	EP	N 015760	N 015760	Philips	97908427.4     	01/04/1997	0853842-A1     	09/07/2003	0853842	01/04/2017		Multi channel encoding
GB	EP	N 015760	N 015760	Philips	97908427.4     	01/04/1997	0853842-A1     	09/07/2003	0853842	01/04/2017		Multi channel encoding
IT	EP	N 015760	N 015760	Philips	97908427.4     	01/04/1997	0853842-A1     	09/07/2003	0853842	01/04/2017		Multi channel encoding
JP	JP	N 015760	N 015760	Philips	97-536001      	01/04/1997	99-508110      	15/09/2006	3854313	01/04/2017		Multi channel encoding
KR	KR	N 015760	N 015760	Philips	97-709172      	01/04/1997	99-22730 2005-0472402   	05/02/2005	0472402	01/04/2017		Multi channel encoding
SG	SG	N 015760	N 015760	Philips	9705261.7      	01/04/1997		18/04/2000	47256	01/04/2017		Multi channel encoding
TW	TW	N 015760	N 015760	Philips	86104273       	03/04/1997	359933         	04/10/1999	103527	03/04/2017		Multi channel encoding
CN	CN	N 015787	N 015787	Philips	97190318.2     	31/01/1997	1188572-A      	04/02/2004	97190318.2	31/01/2017		N channel compatible with 2- and 1- channel
DE	EP	N 015787	N 015787	Philips	97900704.4     	31/01/1997		09/11/2005	69734543.2	31/01/2017		N channel compatible with 2- and 1- channel
FR	EP	N 015787	N 015787	Philips	97900704.4     	31/01/1997		09/11/2005	0820664	31/01/2017		N channel compatible with 2- and 1- channel
GB	EP	N 015787	N 015787	Philips	97900704.4     	31/01/1997		09/11/2005	0820664	31/01/2017		N channel compatible with 2- and 1- channel
JP	JP	N 015787	N 015787	Philips	97-528333      	31/01/1997	99-503897      	14/04/2006	3793235	31/01/2017		N channel compatible with 2- and 1- channel
US	US	N 015787	N 015787	Philips	08/795120      	07/02/1997		02/03/1999	5878080	07/02/2017		N channel compatible with 2- and 1- channel
US	US	484116US01	484116	Pioneer	08/699191	07/11/1994			05629924	07/11/2014		Structure of SYNC Codes
DE-EP	EP	504030EP01	504030	Pioneer	95305172.9	25/07/1995	0694915		69525571.1	25/07/2015		Multi layer disc
FR-EP	EP	504030EP01	504030	Pioneer	95305172.9	25/07/1995	0694915		00694915	25/07/2015		Multi layer disc
GB-EP	EP	504030EP01	504030	Pioneer	95305172.9	25/07/1995	0694915		00694915	25/07/2015		Multi layer disc
JP	JP	504030JP01	504030	Pioneer	1995148907	15/06/1995	1996096406		03558306	15/06/2015		Multi layer disc
US	US	504030US01	504030	Pioneer	08/504793	20/07/1995			05608715	20/07/2015		Multi layer disc
US	US	504040US01	504040	Pioneer	08/670533	27/06/1996			05886965	27/06/2016		Cell contents
DE-EP	EP	504041EP01	504041	Pioneer	96304936.6	04/07/1996	0752705A2		69633365.1	04/07/2016		Time map
FR-EP	EP	504041EP01	504041	Pioneer	96304936.6	04/07/1996	0752705A2		00752705	04/07/2016		Time map
GB-EP	EP	504041EP01	504041	Pioneer	96304936.6	04/07/1996	0752705A2		00752705	04/07/2016		Time map
JP	JP	504041JP01	504041	Pioneer	1995170913	06/07/1995	1997023404		04018166          	06/07/2015		Time map
US	US	504041US01	504041	Pioneer	08/675016	03/07/1996			05892983	03/07/2016		Time map
US	US	504041US02	504041	Pioneer	09/244778	05/02/1999			06085267	03/07/2016		Time map
JP	JP	504046JP01	504046	Pioneer	1995169103	04/07/1995	1997023403		03701051          	04/07/2015		Cell elapse time information
JP	JP	504046JP02	504046	Pioneer	2002180843	21/06/2002	2003006985		04164295          	04/07/2015		Cell elapse time information
JP	JP	504050JP02	504050	Pioneer	2004303303	18/10/2004	2005093061		04170280          	04/07/2015		Audio channel contents information
JP	JP	504054JP01	504054	Pioneer	1995177782	13/07/1995	1997037199		03645006          	13/07/2015		Sub-picture contents inforamtion
DE-EP	EP	504055EP01	504055	Pioneer	96110987.3	08/07/1996	0753854		69633540.9	08/07/2016		Seamless playback control
FR-EP	EP	504055EP01	504055	Pioneer	96110987.3	08/07/1996	0753854		00753854	08/07/2016		Seamless playback control
GB-EP	EP	504055EP01	504055	Pioneer	96110987.3	08/07/1996	0753854		00753854	08/07/2016		Seamless playback control
US	US	504055US02	504055	Pioneer	09/088379	02/06/1998			06160951	09/07/2016		Seamless playback control
CN	CN	504102CN02	504102	Pioneer	200610093817.3	20/06/2006			ZL200610093817.3	05/12/2016		Digital data transmitting
CN	CN	504102CN03	504102	Pioneer	200610093831.3	20/06/2006			ZL200610093831.3	05/12/2016		Digital data transmitting
CN	CN	504102CN04	504102	Pioneer	200610093830.9	20/06/2006			ZL200610093830.9	05/12/2016		Digital data transmitting
DE-EP	EP	504102EP02	504102	Pioneer	03025667.1	07/11/2003	1403869		69636916.8	05/12/2016		Digital data transmitting
FR-EP	EP	504102EP02	504102	Pioneer	03025667.1	07/11/2003	1403869		01403869	05/12/2016		Digital data transmitting
GB-EP	EP	504102EP02	504102	Pioneer	03025667.1	07/11/2003	1403869		01403869	05/12/2016		Digital data transmitting
NL-EP	EP	504102EP02	504102	Pioneer	03025667.1	07/11/2003	1403869		01403869	05/12/2016		Digital data transmitting
DE-EP	EP	504102EP04	504102	Pioneer	06115016.5	06/06/2006			69638178.8	05/12/2016		Digital data transmitting
FR-EP	EP	504102EP04	504102	Pioneer	06115016.5	06/06/2006			01715485	05/12/2016		Digital data transmitting
GB-EP	EP	504102EP04	504102	Pioneer	06115016.5	06/06/2006			01715485	05/12/2016		Digital data transmitting
NL-EP	EP	504102EP04	504102	Pioneer	06115016.5	06/06/2006			01715485	05/12/2016		Digital data transmitting
DE-EP	EP	504102EP05	504102	Pioneer	06115021.5	06/06/2006			69638200.8	05/12/2016		Digital data transmitting
FR-EP	EP	504102EP05	504102	Pioneer	06115021.5	06/06/2006			01715486	05/12/2016		Digital data transmitting
GB-EP	EP	504102EP05	504102	Pioneer	06115021.5	06/06/2006			01715486	05/12/2016		Digital data transmitting
NL-EP	EP	504102EP05	504102	Pioneer	06115021.5	06/06/2006			01715486	05/12/2016		Digital data transmitting
HK	HK	504102HK02	504102	Pioneer	04106418.7	26/08/2004			1063685	05/12/2016		Digital data transmitting
ID	ID	504102ID01	504102	Pioneer	P-963596	05/12/1996			0005541	05/12/2016		Digital data transmitting
IN	IN	504102IN01	504102	Pioneer	2183/MAS/1996	04/12/1996			194873	04/12/2016		Digital data transmitting
JP	JP	504102JP01	504102	Pioneer	1995316420	05/12/1995	1997162857		03394127	05/12/2015		Digital data transmitting
KR	KR	504102KR01	504102	Pioneer	62001/96	05/12/1996	97-56160		00329456	05/12/2016		Digital data transmitting
MX	MX	504102MX01	504102	Pioneer	966099	05/12/1996			195994	05/12/2016		Digital data transmitting
MY	MY	504102MY01	504102	Pioneer	PI9605068	03/12/1996			MY-112856-A	03/12/2016		Digital data transmitting
SG	SG	504102SG01	504102	Pioneer	9611511-8	04/12/1996			79210	04/12/2016		Digital data transmitting
TH	TH	504102TH01	504102	Pioneer	9601004164	02/12/1996			9825	02/12/2016		Digital data transmitting
TW	TW	504102TW01	504102	Pioneer	85114966	04/12/1996			88955	03/12/2016		Digital data transmitting
US	US	504102US02	504102	Pioneer	10/785864	25/02/2004			RE40312	03/12/2016		Digital data transmitting
VN	VN	504102VN01	504102	Pioneer	1-1996-90429	04/12/1996			1-0001518	04/12/2016		Digital data transmitting
DE-EP	EP	504163EP01	504163	Pioneer	97302312.0	03/04/1997	1280153		69719582.1	03/04/2017		Stream availabilty
FR-EP	EP	504163EP01	504163	Pioneer	97302312.0	03/04/1997	1280153		00800164	03/04/2017		Stream availabilty
GB-EP	EP	504163EP01	504163	Pioneer	97302312.0	03/04/1997	1280153		00800164	03/04/2017		Stream availabilty
DE-EP	EP	504163EP02	504163	Pioneer	02021306.2	20/09/2002			69740287.8	03/04/2017		Stream availabilty
FR-EP	EP	504163EP02	504163	Pioneer	02021306.2	20/09/2002			01280153	03/04/2017		Stream availabilty
GB-EP	EP	504163EP02	504163	Pioneer	02021306.2	20/09/2002			01280153	03/04/2017		Stream availabilty
DE-EP	EP	504163EP03	504163	Pioneer	02021307.0	20/09/2002	1267348		69740268.1	03/04/2017		User operation restriction
FR-EP	EP	504163EP03	504163	Pioneer	02021307.0	20/09/2002	1267348		01267348	03/04/2017		User operation restriction
GB-EP	EP	504163EP03	504163	Pioneer	02021307.0	20/09/2002	1267348		01267348	03/04/2017		User operation restriction
HK	HK	504163HK01	504163	Pioneer	03100319.1	14/01/2003	1048560		HK1048560	03/04/2017		Stream availabilty
HK	HK	504163HK02	504163	Pioneer	03105116.5	15/07/2003			HK1053006	03/04/2017		Stream availabilty
JP	JP	504163JP01	504163	Pioneer	1996082932	04/04/1996	1997274776		04059355          	04/04/2016		User operation restriction
JP	JP	504163JP02	504163	Pioneer	2002322268	06/11/2002	2003203433		04000047          	04/04/2016		Stream availabilty
US	US	504163US01	504163	Pioneer	08/834806	03/04/1997			06215952	03/04/2017		User operation restriction
US	US	504163US02	504163	Pioneer	09/731653	08/12/2000	2004-0071444		07035529	24/08/2019		User operation restriction
DE-EP	EP	504164EP01	504164	Pioneer	97301572.0	10/03/1997			69718225.8	10/03/2017		Access restriction control
FR-EP	EP	504164EP01	504164	Pioneer	97301572.0	10/03/1997			00795869	10/03/2017		Access restriction control
GB-EP	EP	504164EP01	504164	Pioneer	97301572.0	10/03/1997			00795869	10/03/2017		Access restriction control
JP	JP	504164JP03	504164	Pioneer	2009068747	19/03/2009	2009199715		04551476          	15/03/2016		Access restriction control
US	US	504164US01	504164	Pioneer	08/816941	14/03/1997			06085021	14/03/2017		Access restriction control
DE-EP	EP	504165EP01	504165	Pioneer	97301817.9	18/03/1997			69716154.4	18/03/2017		Still picture playback control
FR-EP	EP	504165EP01	504165	Pioneer	97301817.9	18/03/1997			00797201	18/03/2017		Still picture playback control
GB-EP	EP	504165EP01	504165	Pioneer	97301817.9	18/03/1997			00797201	18/03/2017		Still picture playback control
DE-EP	EP	504165EP02	504165	Pioneer	02005308.8	13/03/2002	1223580		69738785.2	18/03/2017		Still picture playback control
FR-EP	EP	504165EP02	504165	Pioneer	02005308.8	13/03/2002	1223580		01223580	18/03/2017		Still picture playback control
GB-EP	EP	504165EP02	504165	Pioneer	02005308.8	13/03/2002	1223580		01223580	18/03/2017		Still picture playback control
HK	HK	504165HK01	504165	Pioneer	03100031.8	02/01/2003	1048558		1048558	18/03/2017		Still picture playback control
JP	JP	504165JP01	504165	Pioneer	1996061471	18/03/1996	1997261584		03729920          	18/03/2016		Still picture playback control
JP	JP	504165JP02	504165	Pioneer	2002156155	29/05/2002	2003046957		03730190          	18/03/2016		Still picture playback control
JP	JP	504165JP03	504165	Pioneer	2002156156	29/05/2002	2003068055		03730191          	18/03/2016		Still picture playback control
US	US	504165US01	504165	Pioneer	08/819012	17/03/1997			06157769	17/03/2017		Still picture playback control
US	US	504165US02	504165	Pioneer	09/639887	17/08/2000			06501903	17/03/2017		Still picture playback control
US	US	504165US03	504165	Pioneer	10/156393	29/05/2002	2002-0176695		07242848	01/02/2020		Still picture playback control
DE-EP	EP	504166EP01	504166	Pioneer	97301340.2	27/02/1997			69740026.3	27/02/2017		Separation of PCI and DSI
FR-EP	EP	504166EP01	504166	Pioneer	97301340.2	27/02/1997			00793232	27/02/2017		Separation of PCI and DSI
GB-EP	EP	504166EP01	504166	Pioneer	97301340.2	27/02/1997			00793232	27/02/2017		Separation of PCI and DSI
US	US	504166US01	504166	Pioneer	08/806459	26/02/1997			06006004	26/02/2017		Separation of PCI and DSI
US	US	504166US02	504166	Pioneer	09/404765	24/09/1999			06253018	26/02/2017		Separation of PCI and DSI
US	US	504166US03	504166	Pioneer	09/780384	12/02/2001			06396997	26/02/2017		Highlight information
US	US	504166US04	504166	Pioneer	10/101333	20/03/2002	2002-0141735		07095951	27/01/2018		Highlight information
DE-EP	EP	504167EP01	504167	Pioneer	97301536.5	07/03/1997			69725365.1	07/03/2017		2 types of VOBUs
FR-EP	EP	504167EP01	504167	Pioneer	97301536.5	07/03/1997			00795871	07/03/2017		2 types of VOBUs
GB-EP	EP	504167EP01	504167	Pioneer	97301536.5	07/03/1997			00795871	07/03/2017		2 types of VOBUs
JP	JP	504167JP01	504167	Pioneer	1996059837	15/03/1996	1997252450		03824699          	15/03/2016		2 types of VOBUs
JP	JP	504167JP02	504167	Pioneer	2006135810	15/05/2006	2006304326		04142063          	15/03/2016		2 types of VOBUs
US	US	504167US01	504167	Pioneer	08/816686	13/03/1997			06148138	13/03/2017		2 types of VOBUs
DE-EP	EP	504168EP01	504168	Pioneer	97301915.1	21/03/1997			69708179.6	21/03/2017		VOBU search information
GB-EP	EP	504168EP01	504168	Pioneer	97301915.1	21/03/1997			00797200	21/03/2017		VOBU search information
DE-EP	EP	504168EP02	504168	Pioneer	01106403.7	21/03/2001			69736846.7	21/03/2017		VOBU search information
FR-EP	EP	504168EP02	504168	Pioneer	01106403.7	21/03/2001			01120789	21/03/2017		VOBU search information
GB-EP	EP	504168EP02	504168	Pioneer	01106403.7	21/03/2001			01120789	21/03/2017		VOBU search information
JP	JP	504168JP01	504168	Pioneer	1996066405	22/03/1996	1997259542		03938605          	22/03/2016		VOBU search information
JP	JP	504168JP02	504168	Pioneer	2006135819	15/05/2006	2006269069		04343918          	22/03/2016		VOBU search information
US	US	504168US01	504168	Pioneer	08/822457	21/03/1997			06212330	21/03/2017		VOBU search information
DE-EP	EP	504169EP01	504169	Pioneer	97301880.7	20/03/1997			69715492.0	20/03/2017		VOBU search information
FR-EP	EP	504169EP01	504169	Pioneer	97301880.7	20/03/1997			00797206	20/03/2017		VOBU search information
GB-EP	EP	504169EP01	504169	Pioneer	97301880.7	20/03/1997			00797206	20/03/2017		VOBU search information
JP	JP	504169JP01	504169	Pioneer	1996066403	22/03/1996	1997259541		04012585          	22/03/2016		VOBU search information
US	US	504169US02	504169	Pioneer	10/273568	23/10/2002			RE38849	21/03/2017		VOBU search information
JP	JP	504170JP01	504170	Pioneer	1996062324	19/03/1996	1997259527		03717585          	19/03/2016		Video information recorded on a multilayer disc
JP	JP	504170JP03	504170	Pioneer	2001371492	05/12/2001	2002170339		03499854          	19/03/2016		Video information recorded on a multilayer disc
US	US	504170US02	504170	Pioneer	10/606831	27/06/2003	2004-0095812		07295762	26/04/2017		Video information recorded on a multilayer disc
DE-EP	EP	504171EP01	504171	Pioneer	97301652.0	12/03/1997			69718365.3	12/03/2017		Parental control
FR-EP	EP	504171EP01	504171	Pioneer	97301652.0	12/03/1997			00795873	12/03/2017		Parental control
GB-EP	EP	504171EP01	504171	Pioneer	97301652.0	12/03/1997			00795873	12/03/2017		Parental control
DE-EP	EP	504171EP02	504171	Pioneer	02015687.3	18/07/2002	1258886		69737245.6	12/03/2017		Parental control
FR-EP	EP	504171EP02	504171	Pioneer	02015687.3	18/07/2002	1258886		01258886	12/03/2017		Parental control
GB-EP	EP	504171EP02	504171	Pioneer	02015687.3	18/07/2002	1258886		01258886	12/03/2017		Parental control
HK	HK	504171HK01	504171	Pioneer	03100318.2	14/01/2003	1048559		1048559	12/03/2017		Parental control
JP	JP	504171JP01	504171	Pioneer	1996059834	15/03/1996	1997251760		03816571          	15/03/2016		Parental control
JP	JP	504171JP02	504171	Pioneer	2005273127	21/09/2005	2006059526		04072547          	15/03/2016		Parental control
US	US	504171US01	504171	Pioneer	08/816889	13/03/1997			05933569	13/03/2017		Parental control
US	US	504171US02	504171	Pioneer	09/226105	07/01/1999	409251760		06122434	13/03/2017		Parental control
DE-EP	EP	504174EP01	504174	Pioneer	97301613.2	11/03/1997			69718538.9	11/03/2017		VOB ID, Cell ID
FR-EP	EP	504174EP01	504174	Pioneer	97301613.2	11/03/1997			00795872	11/03/2017		VOB ID, Cell ID
GB-EP	EP	504174EP01	504174	Pioneer	97301613.2	11/03/1997			00795872	11/03/2017		VOB ID, Cell ID
US	US	504174US02	504174	Pioneer	10/091221	28/02/2002			RE38569	13/03/2017		VOB ID, Cell ID
DE-EP	EP	504175EP01	504175	Pioneer	97301858.3	19/03/1997			69715495.5	19/03/2017		Text information
FR-EP	EP	504175EP01	504175	Pioneer	97301858.3	19/03/1997			00798723	19/03/2017		Text information
GB-EP	EP	504175EP01	504175	Pioneer	97301858.3	19/03/1997			00798723	19/03/2017		Text information
DE-EP	EP	504175EP02	504175	Pioneer	02009368.8	06/05/2002	1229539		69739488.3	19/03/2017		Text information
FR-EP	EP	504175EP02	504175	Pioneer	02009368.8	06/05/2002	1229539		01229539	19/03/2017		Text information
GB-EP	EP	504175EP02	504175	Pioneer	02009368.8	06/05/2002	1229539		01229539	19/03/2017		Text information
HK	HK	504175HK01	504175	Pioneer	03100507.3	21/01/2003			1049402	19/03/2017		Text information
JP	JP	504175JP01	504175	Pioneer	1996068730	25/03/1996	1997265765		03698805          	25/03/2016		Text information
US	US	504175US01	504175	Pioneer	08/825560	20/03/1997			05889746	20/03/2017		Text information
US	US	504175US03	504175	Pioneer	10/152036	22/05/2002	2004-0136281		RE39110	20/03/2017		Text information
DE-EP	EP	504176EP01	504176	Pioneer	97301756.9	17/03/1997			69708181.8	17/03/2017		Time search map
GB-EP	EP	504176EP01	504176	Pioneer	97301756.9	17/03/1997			00797204	17/03/2017		Time search map
JP	JP	504176JP01	504176	Pioneer	1996061470	18/03/1996	1997251763		03761623          	18/03/2016		Time search map
US	US	504176US01	504176	Pioneer	08/822157	17/03/1997			06091674	17/03/2017		Time search map
US	US	504176US02	504176	Pioneer	09/247870	11/02/1999	409251763		06108281	17/03/2017		Time search map
JP	JP	504177JP02	504177	Pioneer	2002310532	25/10/2002	2003187531		03519724          	22/03/2016		Multichannel audio contents information
